Country,Year,Happiness_Score,GDP_per_Capita,Social_Support,Healthy_Life_Expectancy,Freedom,Generosity,Corruption_Perception,Unemployment_Rate,Education_Index,Population,Urbanization_Rate,Life_Satisfaction,Public_Trust,Mental_Health_Index,Income_Inequality,Public_Health_Expenditure,Climate_Index,Work_Life_Balance,Internet_Access,Crime_Rate,Political_Stability,Employment_Rate
France,2007,4.52,28427.38,0.16,57.7,0.1,-0.11,0.47,8.03,0.59,847802947,86.31,5.1,0.48,42.91,55.36,7.54,98.82,3.04,85.77,51.03,0.45,87.83
France,2013,4.81,57143.24,0.01,61.81,0.14,-0.11,0.24,6.79,0.99,158072575,56.51,5.67,0.78,67.17,32.79,9.26,80.35,8.63,53.62,36.59,0.03,83.95
France,2016,3.33,56745.29,0.17,63.35,0.16,-0.18,0.95,16.2,0.57,810355189,43.03,4.64,0.49,76.5,33.99,3.59,53.29,5.62,74.85,49.06,0.28,74.08
Germany,2018,7.95,46996.91,0.84,84.05,0.93,-0.12,0.74,8.73,0.83,1250540575,83.54,7.53,0.19,82.88,30.65,7.38,96.68,8.85,64.18,69.48,0.3,52.11
South Africa,2005,3.2,36524.01,0.02,50.2,0.68,0.44,0.64,15.19,0.51,391792463,72.51,5.28,0.12,94.09,58.7,6.69,55.57,7.06,70.19,25.31,0.78,79.44
UK,2022,6.27,27842.66,0.23,84.5,0.66,0.26,0.75,2.29,0.7,415458538,30.49,7.31,0.92,56.98,41.42,4.63,87.49,3.74,72.77,18.57,0.12,60.23
Australia,2021,5.21,22014.53,0.76,84.32,0.56,0.02,0.08,2.27,0.65,1153241252,36.46,7.0,0.05,94.13,44.42,6.94,53.5,4.96,65.01,50.74,0.17,62.2
South Africa,2013,7.74,56878.17,0.59,84.87,0.29,0.36,0.07,2.53,0.69,123925778,88.99,8.49,0.9,79.69,49.42,3.68,33.41,6.94,43.18,50.18,0.61,82.62
Australia,2013,4.23,36571.62,0.78,66.68,0.62,0.14,0.15,5.95,0.75,1455392646,32.29,4.44,0.69,44.66,33.35,8.67,81.36,6.9,71.22,30.52,0.13,71.75
Canada,2014,5.66,35165.28,0.75,83.73,0.41,-0.1,0.15,8.73,0.8,1243707089,46.95,5.07,0.4,62.82,58.75,2.18,54.51,4.39,61.86,40.41,0.5,84.41
Brazil,2023,5.41,14682.17,0.05,63.85,0.15,0.42,0.42,12.94,0.79,1194002793,62.91,8.33,0.19,68.6,26.09,6.54,53.72,4.06,50.99,16.2,0.04,68.84
Brazil,2019,6.51,3755.17,0.89,50.92,0.69,0.04,0.16,19.75,0.82,555351401,41.06,8.11,0.31,61.15,38.31,4.55,80.11,4.66,89.31,19.15,0.67,91.76
China,2009,3.34,56766.13,0.23,57.85,0.13,0.29,0.85,8.38,0.92,1095330743,43.92,4.96,0.53,46.96,25.82,9.05,52.54,7.72,80.48,67.98,0.91,70.5
Brazil,2019,3.97,19510.38,0.55,83.09,0.19,0.0,0.58,3.0,0.94,1063831078,51.18,4.54,0.66,73.1,51.62,5.99,38.26,4.45,55.62,42.51,0.87,73.7
Germany,2024,4.07,27112.75,0.64,50.48,0.82,0.15,0.37,5.51,0.87,15502709,46.17,8.28,0.69,47.91,24.29,8.42,58.32,7.21,69.64,16.99,0.07,56.06
India,2006,6.69,7763.76,0.17,69.11,0.66,0.37,0.07,18.16,0.54,40509785,78.2,4.89,0.45,94.9,42.16,9.39,87.67,8.22,92.97,77.33,0.59,74.17
USA,2017,3.95,50378.54,0.98,52.65,0.63,-0.09,0.59,14.59,0.98,883083188,60.02,8.36,0.37,91.92,24.19,4.67,39.11,5.35,53.5,24.7,0.1,61.51
China,2020,5.87,2630.28,0.49,60.02,0.42,0.48,0.12,16.22,0.97,1076006592,46.72,8.81,0.77,68.51,38.11,9.04,68.81,3.04,92.11,32.18,0.05,86.62
USA,2019,4.08,50205.45,0.06,53.08,0.4,-0.15,0.74,4.24,0.86,1075815992,48.79,5.1,0.93,44.06,31.21,7.81,39.26,3.85,77.58,78.08,0.61,84.27
Australia,2014,7.31,9276.82,0.94,80.08,0.69,0.17,0.8,4.43,0.76,102786942,32.39,8.2,0.91,73.13,56.13,2.87,33.44,4.87,69.75,22.66,0.57,50.76
USA,2018,7.71,53307.28,0.59,70.69,0.74,0.44,0.54,4.02,0.63,99381520,32.96,6.12,0.55,75.53,22.12,2.83,56.51,4.14,94.08,77.81,0.09,73.7
USA,2014,5.59,44056.59,0.7,81.57,0.51,0.46,0.15,17.43,0.88,1185265811,73.07,7.94,0.08,93.31,46.0,8.54,76.05,4.74,58.35,60.56,0.36,52.18
China,2018,4.76,10715.55,0.53,74.09,0.97,-0.04,0.79,5.78,0.94,807241134,36.77,6.04,0.07,44.05,47.81,5.75,49.25,6.26,55.3,39.88,0.32,77.33
Canada,2013,4.17,34383.26,0.83,83.99,0.96,-0.1,0.31,13.58,0.83,371057340,58.55,4.35,0.4,81.53,55.56,5.96,61.2,3.13,58.68,51.65,0.34,93.28
France,2018,3.25,19446.72,0.03,67.85,0.41,0.31,0.22,11.29,0.81,1037330290,80.54,7.56,0.73,73.77,55.11,9.13,64.39,3.39,81.3,45.55,0.33,91.62
Brazil,2007,4.34,11515.75,0.27,72.35,0.82,-0.17,0.47,11.8,0.6,613987632,52.11,4.75,0.5,50.49,59.08,9.23,88.89,8.13,58.54,66.33,0.82,61.7
Brazil,2024,6.27,51691.75,0.47,70.17,0.54,0.14,0.92,5.52,0.68,222276601,50.75,8.64,0.63,47.3,30.16,2.9,87.33,6.13,45.65,14.4,0.35,56.73
Germany,2020,5.67,24807.84,0.08,66.95,0.51,0.36,0.3,13.43,0.86,555918339,82.38,6.09,0.84,81.64,30.99,4.99,30.16,8.61,75.44,66.94,0.33,87.97
China,2006,7.72,24514.08,0.71,79.61,0.05,0.19,0.91,2.78,0.51,1147040835,81.89,4.41,0.04,60.39,35.89,9.16,58.97,3.02,52.26,77.94,0.03,76.22
Germany,2014,4.98,11023.31,0.39,72.56,0.57,-0.07,0.05,19.88,0.82,1224433351,82.81,5.14,0.92,100.0,41.5,8.56,75.93,3.0,40.23,40.07,0.79,70.34
India,2007,6.47,23600.87,0.27,78.05,0.9,0.14,0.08,2.48,0.88,566626792,64.31,8.31,0.33,93.64,34.69,7.77,89.67,7.44,50.95,23.4,0.66,88.9
India,2015,5.45,52425.39,0.0,77.52,0.78,0.44,0.7,2.9,0.67,44580545,87.14,5.61,0.05,73.94,49.61,2.82,33.42,5.86,85.05,17.62,0.34,62.12
Germany,2015,5.56,22424.59,0.72,56.69,0.79,0.23,0.19,7.84,0.54,649746137,79.14,8.28,0.84,78.5,20.34,6.97,73.98,8.48,91.71,34.27,0.45,60.78
China,2017,4.34,57144.61,0.83,72.76,0.16,0.31,0.32,16.97,0.91,886617877,54.94,4.86,0.93,49.53,20.71,6.65,88.94,7.72,76.41,19.15,0.79,79.37
Germany,2011,5.27,56832.23,0.4,56.99,0.36,0.04,0.14,6.63,0.57,261496177,67.77,6.34,0.77,93.64,48.64,3.34,47.86,6.02,57.08,26.08,0.34,63.08
Brazil,2021,5.35,9549.02,0.56,70.42,0.23,-0.07,0.33,10.49,0.69,928645023,37.31,8.39,0.8,67.54,55.32,8.19,44.37,5.87,64.01,55.81,0.47,70.49
South Africa,2006,6.53,11461.36,0.23,73.71,0.32,-0.02,0.28,2.32,0.85,1021432175,63.08,4.24,0.87,71.28,51.06,4.5,62.75,7.87,50.7,39.1,0.02,71.83
UK,2016,7.7,51897.77,0.62,84.9,0.58,0.17,0.74,3.42,0.91,502769407,45.79,5.52,0.52,92.39,24.68,6.97,97.38,7.82,88.44,73.07,0.92,59.84
USA,2014,4.65,24172.89,0.01,51.07,0.36,-0.0,0.7,12.94,0.93,1101295035,47.01,8.55,0.68,40.38,57.4,4.89,78.5,4.66,76.61,42.47,0.37,52.96
UK,2022,3.21,1258.06,0.49,53.19,0.56,0.18,0.95,5.5,0.77,1186651153,37.54,6.98,0.29,69.66,40.88,2.68,59.71,7.05,44.64,20.79,0.3,86.8
China,2015,5.48,17158.44,0.64,52.7,0.44,0.3,0.72,14.5,0.74,1416391769,51.49,7.58,0.25,77.61,49.69,6.2,31.46,6.86,60.18,19.7,0.61,87.61
UK,2020,5.72,36260.11,0.92,63.94,0.29,0.31,0.69,16.14,0.92,1189726065,58.88,8.21,0.61,49.56,28.04,4.45,68.97,8.14,69.59,58.52,0.53,78.72
India,2021,3.84,48156.69,0.38,78.76,0.1,-0.08,0.69,17.31,0.78,854951361,66.02,6.62,0.73,44.1,41.95,2.57,54.42,8.21,83.85,54.37,0.4,57.13
Australia,2023,6.8,8869.93,0.77,79.54,0.89,0.33,0.88,4.41,0.79,524089340,48.29,8.23,0.4,72.1,33.2,3.59,43.0,4.61,90.63,59.55,0.92,72.86
USA,2022,7.92,7521.94,0.6,75.79,0.01,0.27,0.3,10.2,0.72,186075060,77.53,7.19,0.4,72.85,58.99,6.95,65.01,8.28,47.3,33.71,0.36,58.54
France,2007,7.73,55403.47,0.93,81.39,0.0,-0.19,0.3,19.05,0.69,556914587,61.26,7.43,0.95,59.82,38.97,2.81,53.9,8.55,85.9,74.05,1.0,92.3
China,2020,3.99,45317.75,0.4,61.3,0.83,-0.16,0.74,15.9,0.74,1377239837,68.28,4.76,0.52,92.93,50.22,2.7,32.71,3.66,43.62,17.96,0.79,83.47
USA,2010,7.38,35797.0,0.32,53.09,1.0,0.25,0.23,4.11,0.68,655606742,46.69,8.7,0.99,58.07,44.13,9.55,80.79,6.44,53.23,12.3,0.9,51.51
UK,2016,6.52,46382.02,0.89,52.04,0.73,0.07,0.91,11.05,0.67,1465905360,78.85,7.98,0.86,70.99,23.77,2.86,81.28,5.62,41.16,61.95,0.28,50.08
India,2015,5.27,26302.41,0.05,79.82,0.02,-0.1,0.53,18.6,1.0,991521076,67.46,5.27,0.64,51.2,41.72,5.01,73.32,5.41,43.51,57.4,0.07,97.22
Canada,2019,5.7,45748.89,0.14,75.57,0.23,-0.17,0.3,9.92,0.67,1491670658,81.74,6.9,0.01,40.67,41.61,3.07,88.86,7.23,41.78,44.55,0.42,51.91
South Africa,2019,7.25,22936.38,0.08,74.45,0.97,-0.09,0.78,17.07,0.63,296261846,39.6,5.88,0.3,65.56,48.63,9.51,44.22,3.78,48.03,13.06,0.31,91.56
France,2020,5.4,15401.58,0.84,61.89,0.81,0.47,0.31,10.93,0.68,829874362,52.84,7.3,0.42,71.62,32.88,5.85,50.03,7.92,88.21,17.99,0.06,95.88
South Africa,2014,4.87,44011.79,0.01,63.3,0.57,0.31,0.96,3.92,0.8,570537651,36.78,8.97,0.65,85.88,54.43,2.89,62.11,3.16,55.61,23.67,0.07,64.79
USA,2016,5.47,25760.67,0.86,83.53,0.24,0.17,0.98,4.66,0.96,464111102,42.93,4.23,0.4,66.93,44.9,8.15,34.21,6.47,66.38,54.71,0.17,75.93
India,2017,5.9,58901.25,0.45,52.23,0.01,0.46,0.67,2.84,0.89,881024749,53.67,8.76,0.83,56.72,21.57,8.25,91.85,4.35,66.79,56.41,0.38,81.08
India,2008,3.95,21619.63,0.0,77.08,0.02,0.23,0.11,5.52,0.92,723279167,83.67,4.36,0.66,76.25,48.27,9.21,64.34,7.0,94.74,57.38,0.94,74.98
UK,2011,7.5,55381.92,0.4,60.84,0.61,0.31,0.26,18.09,0.93,252584215,63.42,6.3,0.35,62.87,56.28,7.65,52.73,6.15,60.06,66.21,0.66,60.25
Brazil,2006,6.37,56044.79,0.19,51.37,0.02,-0.0,0.52,13.7,0.96,1059230472,49.82,6.41,0.78,54.01,47.33,2.44,63.46,9.0,54.58,11.74,0.4,77.9
UK,2019,6.17,15269.32,0.62,75.99,0.99,0.21,0.85,15.3,0.62,148939327,74.81,5.34,0.3,94.62,35.2,6.4,52.76,8.17,92.98,55.03,0.8,62.42
Brazil,2012,3.5,48095.05,0.68,61.58,0.18,-0.1,0.18,13.19,0.73,1155260116,31.18,6.83,0.06,72.2,43.63,5.07,50.04,5.02,72.59,27.61,0.57,57.92
Brazil,2011,6.02,26551.4,0.49,75.28,0.71,0.08,0.1,8.96,0.69,1488041013,52.21,8.17,0.17,52.03,26.86,7.99,61.36,6.17,55.92,49.97,0.42,74.27
France,2019,3.6,55133.96,0.04,74.77,0.16,-0.18,0.07,5.9,0.69,973796612,66.05,5.47,0.0,80.25,44.05,6.73,63.73,4.91,55.81,61.65,0.14,67.86
UK,2018,3.39,27557.33,0.66,68.72,0.54,-0.05,0.51,18.66,0.83,1156676947,64.99,4.35,0.83,88.18,40.04,7.8,60.33,7.37,44.75,60.4,0.93,51.32
Canada,2012,5.64,44913.92,0.84,77.21,0.08,-0.15,0.88,11.27,0.7,1225767920,66.45,7.16,0.63,85.51,21.05,3.44,68.36,5.53,70.63,30.15,0.62,95.58
Germany,2016,5.01,28551.08,0.72,70.34,0.77,0.07,0.04,10.66,0.81,107904127,42.69,7.76,0.57,75.97,32.88,5.5,84.84,3.69,79.8,34.87,0.44,51.9
Germany,2017,5.94,14440.24,0.83,60.03,0.58,0.39,0.21,19.93,0.69,1042668037,50.22,8.77,0.66,71.18,27.65,5.46,34.01,6.96,66.11,74.21,0.44,93.34
UK,2015,3.45,12761.66,0.2,75.69,0.09,0.06,0.69,8.91,0.66,337054448,85.89,4.8,0.65,86.64,35.63,9.85,86.81,3.07,88.64,69.42,0.77,59.11
UK,2021,5.15,26100.44,0.89,70.62,0.85,0.38,0.83,17.37,0.68,692888025,88.44,8.51,0.57,82.49,29.67,2.15,46.0,4.78,66.62,27.99,0.18,56.81
South Africa,2021,3.87,45574.18,0.32,50.45,0.55,0.26,0.81,17.52,0.9,1439232449,48.72,6.41,0.84,74.29,53.37,8.53,47.65,8.44,59.05,51.09,0.42,53.32
France,2008,7.94,36699.22,0.01,81.56,0.92,0.16,0.79,6.19,0.8,1454837222,68.67,5.18,0.44,79.46,47.91,2.78,71.96,3.57,53.79,17.51,0.06,70.43
UK,2012,5.81,41629.13,0.84,69.1,0.92,-0.03,0.13,3.71,0.99,456215216,44.48,8.81,0.8,50.12,49.6,2.64,98.3,6.03,53.38,55.77,0.08,78.17
South Africa,2009,6.44,17657.25,0.94,80.4,0.92,0.45,0.4,19.56,0.92,1489252087,52.11,5.19,0.79,41.2,34.43,4.63,31.22,7.77,57.41,53.49,0.53,93.38
Brazil,2020,4.63,29404.69,0.66,80.9,0.08,-0.16,0.98,9.67,0.74,232404022,77.54,7.67,0.2,95.87,20.14,7.61,77.12,8.43,94.56,28.47,0.38,87.62
India,2008,3.47,3619.32,0.23,65.57,0.12,0.28,0.99,2.04,0.62,582683926,60.07,7.92,0.45,96.12,28.77,7.43,78.78,6.36,59.85,39.53,0.72,57.66
India,2019,7.88,49234.41,0.25,67.77,0.99,0.23,0.6,10.98,0.84,467481408,80.98,6.15,0.83,87.28,50.21,7.02,70.16,3.92,68.85,64.76,0.99,58.05
Brazil,2016,4.43,59403.64,0.47,64.55,0.49,0.11,0.71,13.15,0.86,1392773938,67.72,7.45,0.83,62.34,44.11,8.2,30.68,8.65,55.11,27.88,0.86,50.39
China,2009,5.12,25005.86,0.9,65.73,0.24,-0.03,0.95,15.97,0.73,85586276,67.74,6.86,0.02,49.05,41.54,3.86,72.44,7.5,47.89,63.79,0.44,83.02
South Africa,2020,6.25,1646.86,0.15,81.33,0.77,0.1,0.45,18.97,0.61,938089028,32.03,4.96,0.22,61.44,31.22,7.07,38.05,5.37,75.52,32.15,0.38,50.84
South Africa,2018,3.12,11017.77,0.83,77.59,0.26,0.41,0.14,18.47,0.78,1197515674,74.98,7.8,0.42,83.57,23.03,7.1,35.46,4.66,69.99,68.77,0.59,56.65
Brazil,2014,7.05,39499.09,0.29,54.43,0.73,0.39,0.67,18.92,0.63,134594233,88.67,8.64,0.05,60.11,51.39,7.23,78.72,3.29,43.73,12.14,0.09,80.46
Canada,2011,5.68,37112.68,0.81,71.36,0.84,0.46,0.96,2.58,0.97,786818615,58.38,6.44,0.26,87.75,21.55,6.76,79.02,4.15,88.55,28.07,0.99,57.21
Australia,2017,4.39,47484.02,0.92,84.86,0.78,0.02,0.7,14.81,0.81,828302132,39.51,8.97,0.26,80.38,22.37,3.77,92.29,7.67,67.92,22.43,0.98,57.35
USA,2024,3.31,15979.16,0.43,70.84,0.27,0.07,0.8,6.07,0.65,1136596864,88.62,6.14,0.21,77.8,31.8,9.31,30.24,3.65,58.44,72.34,0.92,61.23
Brazil,2009,3.81,46054.28,0.37,77.51,0.4,-0.19,0.42,5.38,0.61,1431603321,47.41,6.4,0.4,95.81,42.92,9.81,56.51,3.78,82.86,40.0,0.66,68.49
UK,2007,7.48,41591.06,0.8,76.92,0.41,0.46,0.1,16.41,0.86,654699433,54.55,7.37,0.81,93.6,59.69,7.51,30.86,4.18,46.16,48.19,0.5,50.38
UK,2019,6.43,20046.06,0.53,62.26,0.49,0.03,0.17,9.51,0.85,1108169545,34.64,4.93,0.24,82.7,23.63,5.55,55.53,5.37,66.06,26.95,0.71,85.81
France,2008,4.25,33183.8,0.68,63.01,0.17,0.08,0.98,18.5,0.8,710285500,36.65,8.51,0.58,51.95,38.93,6.3,64.42,4.13,70.18,18.98,0.31,87.14
Brazil,2019,3.33,9689.15,0.62,75.34,0.45,0.44,0.49,2.76,0.81,1134319931,42.99,8.01,0.56,96.34,44.07,2.87,67.08,8.43,82.63,51.88,0.85,67.6
France,2018,6.45,27701.31,0.15,67.5,0.51,0.17,0.01,16.44,0.8,101160619,62.91,8.36,0.82,53.63,52.92,4.91,54.92,4.55,60.36,29.83,0.13,88.31
Brazil,2024,5.86,52990.64,0.84,69.97,0.53,0.2,0.96,4.46,0.68,446763723,63.47,7.05,0.39,62.35,47.58,9.81,80.77,8.52,87.02,75.02,0.8,63.67
South Africa,2023,5.02,25850.29,0.2,74.95,0.82,-0.08,0.5,5.18,0.97,54134003,66.37,8.42,0.22,89.61,52.31,6.38,59.09,8.91,78.37,43.34,0.87,97.31
USA,2017,4.82,50534.44,0.93,77.22,0.52,0.15,0.84,10.59,0.74,242824572,65.03,7.4,0.89,52.52,40.9,6.49,66.2,7.53,82.41,19.67,0.17,69.09
South Africa,2014,4.08,35824.95,0.25,59.5,0.23,0.44,0.55,9.12,0.51,824422722,59.71,6.56,0.83,78.32,37.36,9.63,86.01,3.04,93.3,11.67,0.48,82.1
Australia,2009,6.35,12320.73,0.73,55.14,0.66,0.19,0.1,10.75,0.67,1076494374,78.13,8.66,0.62,67.47,44.75,9.09,42.2,4.44,86.46,26.26,0.89,65.48
India,2024,7.85,35285.27,0.28,60.21,0.8,-0.02,0.62,18.92,0.57,318131293,86.03,6.2,0.09,77.44,56.03,6.55,52.46,4.6,59.07,32.39,0.96,71.64
Germany,2024,3.88,30853.02,0.32,67.76,0.32,-0.18,1.0,13.83,0.68,357582825,46.19,6.5,0.02,97.48,42.03,4.15,66.5,6.26,75.52,24.49,0.81,80.96
Brazil,2010,5.99,24519.84,0.31,61.97,0.65,0.04,0.03,7.23,0.8,1332218519,37.81,4.85,0.18,88.5,44.22,2.94,83.73,3.95,87.77,35.59,0.94,66.68
Australia,2008,5.12,8058.2,0.75,69.89,0.15,0.2,0.84,5.11,0.51,808668257,55.51,8.74,0.2,57.75,33.52,8.91,59.77,3.46,68.88,71.53,0.94,81.52
India,2006,5.23,25585.81,0.56,51.87,0.34,-0.17,0.24,9.56,0.94,745267253,31.59,5.11,0.14,43.44,43.84,9.36,35.09,4.06,77.55,13.36,0.98,57.01
China,2020,4.27,5292.98,0.88,67.84,0.91,0.23,0.39,10.13,0.81,771038338,83.0,5.01,0.26,98.02,45.11,5.95,99.22,4.96,49.47,66.09,0.41,73.22
USA,2022,7.13,6827.37,0.31,62.88,0.91,0.17,0.37,12.82,0.65,1465177358,44.38,4.51,0.34,75.11,50.14,2.76,79.55,3.3,84.88,39.81,0.29,63.1
France,2009,5.43,25539.08,0.69,68.71,0.58,0.35,0.9,6.79,0.66,695454471,62.96,6.27,0.75,50.39,42.89,6.85,80.59,4.17,81.66,73.45,0.63,94.16
France,2008,5.72,19017.51,0.75,64.79,0.7,-0.18,0.5,15.82,0.73,629903119,36.91,5.37,0.71,77.63,27.9,4.94,62.56,4.01,88.89,56.69,0.19,89.59
South Africa,2017,4.52,55607.12,0.15,59.95,0.85,0.35,0.45,3.77,0.62,622900887,63.2,7.7,0.1,42.53,43.28,3.26,68.29,7.63,79.06,21.54,0.56,73.4
UK,2023,3.91,23166.64,0.4,81.64,0.96,0.16,0.82,12.09,0.5,1377795850,32.34,5.54,0.98,51.25,31.91,9.35,99.58,4.02,88.23,77.16,0.58,71.78
India,2006,3.43,45713.63,0.48,56.47,0.49,0.06,0.05,13.22,0.51,468478592,76.13,7.6,0.75,77.96,23.49,3.92,71.66,7.75,48.92,20.83,0.81,90.03
China,2017,6.57,32284.6,0.36,73.85,0.56,0.48,0.09,5.72,0.68,279097088,87.33,4.98,0.16,64.15,53.02,7.69,45.33,6.05,84.75,33.54,0.36,83.14
Australia,2015,3.98,42541.05,0.32,82.36,0.42,-0.09,0.02,16.87,0.56,1424614642,48.42,5.15,0.12,59.51,22.64,5.44,97.51,7.55,92.41,78.52,0.6,82.8
USA,2008,6.45,16346.84,0.69,68.85,0.07,0.18,0.69,13.08,0.51,791558835,45.49,8.03,0.09,79.33,45.27,8.62,67.64,5.7,84.85,24.83,0.9,76.32
India,2024,4.95,56572.39,0.22,80.67,0.42,0.02,0.53,13.62,0.93,999225001,56.88,5.86,0.73,91.98,59.54,7.61,31.45,8.41,73.84,54.18,0.42,91.39
China,2024,5.08,32275.22,0.71,54.37,0.79,0.17,0.88,10.96,0.64,1010296586,67.2,4.56,0.24,80.72,23.5,2.99,70.13,4.66,90.96,78.43,0.57,59.1
Germany,2019,5.35,50048.12,0.94,67.28,0.8,0.19,0.5,18.37,0.75,628148011,41.34,8.81,0.07,67.81,28.81,5.6,34.93,7.6,45.2,58.22,0.79,91.37
Brazil,2008,4.84,22537.7,0.57,66.0,0.89,-0.14,0.22,14.49,0.59,1259332265,78.2,4.89,0.42,79.53,50.43,4.08,66.93,3.98,40.93,56.39,0.25,75.0
France,2013,3.5,6912.47,0.61,50.28,0.05,0.26,0.81,8.87,0.52,1275947878,41.91,4.75,0.71,81.74,23.88,7.71,87.77,8.3,93.09,53.51,0.1,79.82
Australia,2011,4.55,40748.99,0.07,65.51,0.53,0.24,0.29,6.29,0.87,209156055,30.33,5.79,0.3,86.5,53.31,6.36,67.72,3.17,77.57,48.88,0.68,96.2
France,2023,6.32,1457.82,0.86,62.92,0.11,0.34,0.94,3.28,0.56,1488951594,61.46,4.48,0.48,58.42,20.01,4.72,56.14,5.74,46.28,76.44,0.37,70.38
Australia,2023,6.33,29042.29,0.29,73.44,0.2,-0.14,0.25,4.98,0.51,1191302417,36.91,4.78,0.19,46.87,55.6,4.64,91.78,5.53,58.7,48.06,0.38,82.07
South Africa,2010,4.43,12375.31,0.62,82.84,0.9,0.01,0.17,19.87,0.79,294037487,71.89,8.23,0.43,80.91,22.67,2.92,94.93,6.74,81.18,56.43,0.93,75.06
UK,2010,5.3,38015.15,0.98,53.0,0.5,0.26,0.49,9.32,0.51,860141148,40.05,4.86,0.36,47.27,56.88,3.71,54.32,5.65,81.27,61.72,0.41,94.72
Australia,2024,3.97,58785.77,0.6,61.46,0.76,-0.1,0.05,18.18,0.72,1321837253,79.04,4.56,0.43,67.72,54.58,7.71,64.93,6.53,49.35,46.94,0.95,73.41
France,2019,4.05,28399.77,0.72,65.54,0.06,0.27,0.04,5.07,0.64,1179859504,58.22,8.4,0.47,53.84,41.58,6.88,98.8,8.17,65.86,72.14,0.11,62.29
South Africa,2019,3.12,49232.4,0.45,65.93,0.42,-0.16,0.5,9.66,0.66,1395685717,63.98,6.22,0.09,59.92,51.12,4.84,42.47,3.85,84.4,11.6,0.34,73.17
Australia,2024,7.48,30959.27,0.06,77.12,0.67,0.03,0.22,19.29,0.5,433961912,41.2,4.79,0.09,68.24,23.0,8.69,50.87,4.46,93.17,37.67,0.69,94.0
Germany,2013,4.05,30254.56,0.8,65.52,0.13,0.39,0.01,3.64,0.98,1389073854,38.8,6.91,0.26,93.77,25.41,5.88,59.99,7.82,74.24,53.16,0.13,74.03
UK,2008,4.14,55894.99,0.03,50.95,0.33,0.34,0.3,12.69,0.76,1450913161,67.88,4.21,0.12,80.83,34.77,8.36,37.06,4.37,75.1,11.33,0.39,57.01
Australia,2022,4.4,53507.99,0.7,74.85,0.06,0.25,0.48,18.55,0.79,58782278,45.33,6.14,0.25,50.3,41.5,8.25,49.04,8.43,65.81,75.58,0.85,76.0
South Africa,2022,3.64,47362.23,0.02,80.97,0.65,0.41,0.39,19.09,0.83,801997363,53.16,6.95,0.02,92.77,54.73,8.78,68.13,6.24,69.65,67.85,0.76,68.6
India,2009,6.2,18479.09,0.86,67.99,0.97,0.3,0.14,17.23,0.9,301686931,58.77,8.79,0.35,70.03,41.71,8.8,45.99,3.49,45.44,25.33,0.28,81.19
Canada,2024,3.38,33155.5,0.16,70.34,0.83,0.16,0.58,17.41,0.8,1439498721,43.78,5.63,0.21,52.26,46.61,7.43,78.04,3.12,59.23,33.22,0.36,61.58
China,2015,3.67,14209.94,0.51,55.7,0.97,0.49,0.71,13.74,0.88,848011168,77.73,7.83,0.89,71.65,47.2,8.0,54.34,7.58,67.9,57.4,0.51,65.47
Canada,2009,6.22,27191.09,0.6,57.72,0.85,0.29,0.68,5.97,0.72,1419170390,86.37,4.66,0.86,51.46,55.1,8.22,36.29,8.14,55.12,33.87,0.73,74.8
Canada,2008,4.7,29568.57,0.46,58.23,0.86,0.22,0.39,15.15,0.69,746546566,55.91,6.17,0.3,62.04,51.07,3.35,83.52,4.44,59.79,69.97,0.15,55.68
USA,2016,6.54,50066.76,0.34,65.08,0.58,0.09,0.14,19.61,0.91,110629074,85.05,5.12,0.48,88.33,59.08,4.4,69.72,4.44,93.42,27.39,0.53,60.1
Germany,2006,5.79,53865.67,0.47,82.49,0.52,0.43,0.5,11.47,0.93,1389616036,82.96,6.46,0.96,79.52,20.8,2.83,87.74,8.72,40.29,67.28,0.07,88.46
India,2017,4.28,25462.58,0.31,68.26,0.41,0.01,0.89,6.69,0.57,879578795,39.96,6.09,0.52,68.68,28.31,3.51,55.21,6.94,56.65,42.52,0.4,95.08
Brazil,2014,6.25,2044.56,0.44,56.72,0.82,-0.19,0.47,12.32,0.77,394726445,40.4,8.9,0.85,53.59,57.22,8.23,31.36,4.01,72.12,41.74,0.19,96.54
Australia,2013,3.58,51844.66,0.36,59.31,0.18,-0.06,0.2,14.43,0.84,41825499,58.64,8.59,0.83,56.93,51.69,9.58,33.27,5.69,55.34,21.79,0.31,94.99
China,2014,5.68,11282.44,0.57,63.44,0.06,-0.12,0.09,5.75,0.54,812136703,61.55,6.91,0.94,98.69,30.69,7.39,85.68,8.46,77.21,78.84,0.33,95.22
UK,2011,5.19,37691.04,0.24,71.81,0.95,0.02,0.94,14.95,0.96,1177793095,50.47,4.88,0.31,60.58,58.97,9.09,58.74,6.73,56.46,34.14,0.77,89.41
India,2008,4.34,2473.28,0.99,65.4,0.0,0.38,0.74,12.57,0.76,747307533,48.78,6.78,0.04,76.97,54.8,4.54,98.35,5.44,75.1,24.32,0.27,85.31
France,2023,6.02,24570.88,0.5,63.74,0.98,0.26,0.31,13.02,0.82,917041064,55.88,7.96,0.1,69.98,22.59,8.77,88.12,3.91,86.74,12.27,0.66,61.13
Brazil,2014,7.36,59171.66,0.19,69.77,0.73,-0.08,0.3,7.51,0.59,910734409,71.43,4.19,0.57,41.39,52.45,4.71,31.13,7.36,76.23,44.55,0.53,71.2
